document_name,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
finescann,0.08333751,0.083337784,0.08333823,0.58331114,0.08333777,0.0833376
AI,0.083343655,0.08334429,0.08334409,0.5832799,0.08334423,0.08334383
get,0.08417081,0.084158055,0.5789048,0.08441849,0.08455004,0.083797805
digit,0.083662145,0.083340235,0.0834869,0.5823847,0.08338916,0.08373685
copi,0.08334075,0.08334122,0.08334105,0.5830508,0.08358512,0.08334107
print,0.08333584,0.08333604,0.08333598,0.5824631,0.083404,0.08412504
hand-writ,0.08337193,0.08337422,0.08337246,0.5831355,0.08337361,0.0833723
ten,0.08336201,0.5821888,0.08336264,0.084361054,0.08336322,0.083362274
paper,0.08334593,0.08334548,0.08359054,0.084526464,0.08335157,0.58184
save,0.08366053,0.084234685,0.084455356,0.5801348,0.08356165,0.083953
scan,0.083334886,0.08339893,0.0835023,0.581938,0.083540805,0.08428505
jpeg,0.083342016,0.083342545,0.08334221,0.084271535,0.5817515,0.08395018
imag,0.08350931,0.083335645,0.08341103,0.08428772,0.083381504,0.5820748
cross-platform,0.08337204,0.083374344,0.083372876,0.5831346,0.08337371,0.08337242
pdf,0.08361803,0.08333502,0.08333629,0.5819541,0.083987825,0.083768696
document,0.08337502,0.083371624,0.08336645,0.58200395,0.08401964,0.08386332
the,0.08445754,0.083687425,0.08414071,0.08421441,0.5790093,0.08449062
smart,0.08441151,0.08334861,0.5810248,0.08451927,0.083348274,0.083347514
galleri,0.08333842,0.08355583,0.083338425,0.58282816,0.08335858,0.08358055
automat,0.084247045,0.08333758,0.08357723,0.08347993,0.08412989,0.5812283
classifi,0.083371885,0.08337416,0.083372496,0.5831357,0.08337348,0.08337225
document,0.08337506,0.08337166,0.08336648,0.58198214,0.08403348,0.08387119
7,0.58132124,0.083343886,0.08411666,0.083812386,0.084060214,0.08334561
type,0.08353336,0.083341286,0.0837486,0.5811064,0.0842386,0.08403174
A4,0.083344564,0.08334517,0.083344705,0.5832491,0.08334503,0.083371416
book,0.08462347,0.08333523,0.5814257,0.083719306,0.08342815,0.08346812
busi,0.08359836,0.083502956,0.083440915,0.08385855,0.58225787,0.083341345
card,0.08345653,0.08333639,0.08346329,0.58238447,0.08393908,0.083420224
handwritten,0.08336866,0.08337067,0.08339077,0.58241606,0.0833703,0.08408356
id,0.08337189,0.0833742,0.083372384,0.5831357,0.08337353,0.08337229
doc,0.08343195,0.08333831,0.08334085,0.5825373,0.08333893,0.08401267
receipt,0.08347595,0.08334046,0.08334078,0.5819267,0.08355221,0.08436392
search,0.083910786,0.08452907,0.57904685,0.08442193,0.084584124,0.0835072
text,0.08365803,0.08333537,0.08341126,0.5823833,0.0833496,0.083862446
photo,0.08339031,0.08333531,0.08346251,0.5826115,0.083527334,0.083673015
type,0.083533406,0.08334129,0.08374867,0.5811043,0.08423468,0.084037706
text,0.08365734,0.08333537,0.08341122,0.58239126,0.08334959,0.083855234
contain,0.5813371,0.08335118,0.08430753,0.083898544,0.08335056,0.08375508
photo,0.08339035,0.08333531,0.08346261,0.58260626,0.083528005,0.08367745
search,0.08391039,0.08452634,0.5790647,0.0844221,0.0845693,0.08350711
field,0.084246956,0.08335214,0.083892055,0.08423974,0.5806806,0.0835885
galleri,0.083338425,0.083555765,0.08333843,0.5828284,0.083358586,0.083580434
finescann,0.08333751,0.083337784,0.08333823,0.58331114,0.08333777,0.0833376
find,0.08373733,0.08340596,0.5814521,0.08344886,0.084582485,0.083373286
photo,0.08339039,0.08333531,0.083462805,0.58259904,0.083528176,0.08368429
text,0.083657406,0.08333537,0.083411224,0.58239055,0.08334959,0.0838559
instantli,0.083925895,0.08334578,0.581585,0.084449925,0.08334544,0.083348006
extract,0.08334365,0.08334426,0.08334405,0.58328,0.08334425,0.08334377
text,0.083657406,0.08333537,0.08341121,0.58239114,0.08334959,0.08385524
scan,0.08333489,0.08339889,0.083502166,0.581958,0.08354063,0.08426544
txt,0.083497226,0.08334142,0.083341144,0.5831363,0.08334287,0.083341025
format,0.08360347,0.08349069,0.08345878,0.5819713,0.08373381,0.08374196
right,0.08387524,0.08333864,0.5816819,0.083697855,0.08373079,0.083675556
devic,0.0836233,0.08398717,0.08458214,0.57919115,0.08439714,0.084219106
without,0.08427009,0.083339214,0.084609665,0.084004045,0.08333909,0.5804379
internet,0.083621666,0.08414868,0.08334113,0.5817223,0.083469845,0.08369636
connect,0.08390703,0.084174275,0.083889045,0.08362329,0.58094347,0.08346293
recogn,0.08337207,0.083374344,0.08337284,0.5831346,0.0833737,0.083372466
text,0.083657384,0.08333537,0.08341121,0.5823912,0.08334959,0.08385523
ocr,0.08334045,0.083340816,0.083343185,0.08367465,0.08334084,0.58296007
scan,0.083334886,0.083398774,0.08350185,0.58200186,0.08354023,0.08422235
193,0.08337195,0.083374225,0.08337257,0.5831353,0.08337358,0.08337234
languag,0.58205926,0.08333889,0.08372575,0.08401642,0.08341256,0.083447084
includ,0.08435312,0.083482556,0.084320806,0.5796107,0.08408091,0.0841519
latin,0.08337199,0.08337429,0.08337271,0.583135,0.08337359,0.08337237
cyril,0.08337196,0.08337423,0.083372585,0.5831353,0.083373606,0.08337233
chines,0.58163005,0.08336272,0.083953194,0.08433383,0.083360605,0.08335961
japanes,0.083651565,0.08334859,0.08334792,0.5825677,0.083736405,0.08334784
korean,0.08421096,0.08337407,0.08337232,0.582297,0.08337347,0.08337215
alphabet,0.08337192,0.08337424,0.083372556,0.5831354,0.08337358,0.0833723
choos,0.08443762,0.08408341,0.57947755,0.08400056,0.08420013,0.08380075
12,0.5819349,0.083346814,0.083623804,0.08440301,0.08334593,0.083345495
output,0.083372004,0.08337427,0.08337276,0.5831349,0.08337368,0.083372384
format,0.08360343,0.0834907,0.08345879,0.5819709,0.0837337,0.083742544
docx,0.08355928,0.0833444,0.083343945,0.58306247,0.08334592,0.08334394
xl,0.0833514,0.083352454,0.08335166,0.5832034,0.083389565,0.08335158
pdf,0.083618164,0.08333502,0.08333629,0.58195037,0.08399015,0.08377002
txt,0.08349731,0.08334142,0.083341144,0.5831362,0.08334287,0.083341025
preserv,0.08337193,0.08337421,0.08337251,0.5831354,0.08337364,0.08337231
origin,0.58276176,0.08334439,0.08355471,0.08365299,0.08334321,0.08334292
document,0.08337513,0.08337172,0.08336654,0.5819582,0.08403179,0.08389664
format,0.08360681,0.08349159,0.08345937,0.5819283,0.083748415,0.08376555
list,0.084191814,0.08349954,0.08342042,0.58170074,0.08384339,0.08334411
tabl,0.0833497,0.08335084,0.08335004,0.5828355,0.08335049,0.08376344
header,0.08337196,0.08337424,0.083372615,0.5831352,0.083373636,0.083372384
premium,0.084594235,0.083339095,0.08345109,0.5815153,0.08376182,0.08333842
account,0.084736384,0.08334382,0.08417372,0.08364849,0.58052707,0.08357053
internet,0.08362298,0.084232084,0.08334116,0.58163524,0.08347036,0.08369821
requir,0.083897196,0.5811647,0.083629854,0.08347244,0.08334065,0.08449509
creat,0.08347118,0.08359926,0.083434425,0.582108,0.08362865,0.08375844
edit,0.08351463,0.083336696,0.08347775,0.5815779,0.08410809,0.08398489
enhanc,0.08335076,0.08335174,0.08400511,0.58185613,0.08341415,0.08402211
separ,0.08337198,0.08337423,0.08337257,0.5831352,0.08337367,0.08337234
imag,0.08350961,0.08333565,0.08341116,0.084329635,0.08338158,0.5820324
larg,0.08336211,0.581516,0.084035456,0.08436087,0.083363205,0.083362326
multi-pag,0.08336858,0.083370596,0.08338429,0.5824212,0.08337009,0.084085315
document,0.08337502,0.083371624,0.08336646,0.5820026,0.084019825,0.08386452
effortlessli,0.083371855,0.0833741,0.08337227,0.5831361,0.08337353,0.083372205
100,0.08369249,0.08410384,0.08372687,0.5807814,0.08335057,0.08434481
page,0.08402137,0.08333621,0.08416821,0.580772,0.08365064,0.08405161
per,0.08334105,0.5827641,0.08334137,0.08359866,0.08361351,0.08334135
file,0.08346841,0.08345702,0.083759554,0.084538944,0.580427,0.08434912
get,0.084174275,0.0841608,0.5788314,0.0844291,0.08460547,0.083798975
excel,0.08347247,0.08334001,0.08333968,0.5831503,0.08335777,0.08333968
visual,0.5800009,0.08336153,0.08396502,0.08425276,0.084412836,0.08400701
qualiti,0.0842048,0.08335084,0.0839597,0.08394307,0.580437,0.08410459
auto-captur,0.08337202,0.083374314,0.08337279,0.58313465,0.083373755,0.08337242
page,0.08403065,0.08333622,0.084169045,0.5807622,0.08365086,0.084051035
boundari,0.08337203,0.0833743,0.08337281,0.5831348,0.083373696,0.08337243
advanc,0.08386336,0.08381338,0.08390777,0.0843498,0.5797197,0.08434594
imag,0.08350998,0.08333565,0.083411306,0.08438705,0.08338167,0.5819743
filter,0.0838752,0.08334073,0.08334091,0.58073497,0.0849489,0.08375929
process,0.083338134,0.08355168,0.08362165,0.08351398,0.08339234,0.5825822
scan,0.083334886,0.08339877,0.08350182,0.5820055,0.0835402,0.084218785
color,0.08361123,0.08349573,0.08340197,0.0835994,0.08373712,0.5821546
greyscal,0.083371945,0.08337421,0.08337255,0.5831353,0.08337362,0.08337233
black-and-whit,0.08337201,0.083374284,0.083372764,0.58313483,0.0833737,0.083372414
version,0.08441889,0.08480221,0.08431371,0.08462263,0.57738096,0.084461585
save,0.08366019,0.08423297,0.08443135,0.58016187,0.083561435,0.08395219
scan,0.083334886,0.083398774,0.08350185,0.5820024,0.08354024,0.08422186
insid,0.08336892,0.08337123,0.08421034,0.08466977,0.58101016,0.08336953
differ,0.08384879,0.0833388,0.08383172,0.083473906,0.08375531,0.58175147
tag,0.08382888,0.08334363,0.083343185,0.58261883,0.08334346,0.083522
search,0.083910815,0.08451708,0.5790429,0.08442085,0.08460113,0.08350722
capabl,0.08334972,0.0833507,0.083350025,0.58284724,0.08335036,0.08375192
share,0.084400356,0.084298864,0.08392721,0.57892144,0.08426957,0.08418259
export,0.08341524,0.083337456,0.08333722,0.08352022,0.083543055,0.58284676
result,0.08334042,0.58252376,0.083863154,0.08359079,0.08334072,0.08334116
anywher,0.08491587,0.08424554,0.08459547,0.5787038,0.08361344,0.08392584
send,0.084410444,0.08351641,0.083570346,0.08348946,0.58142304,0.083590284
e-mail,0.08335477,0.083356045,0.08385029,0.5825973,0.08335561,0.08348598
messeng,0.08336879,0.08337092,0.08338043,0.5823987,0.083370365,0.084110774
save,0.08366016,0.08423288,0.08442818,0.58016527,0.08356141,0.08395209
favorit,0.083666496,0.5815647,0.08359783,0.083575025,0.0840584,0.083537556
cloud,0.08363123,0.08333757,0.08333804,0.08373262,0.08428897,0.58167154
storag,0.084370606,0.08334372,0.08356412,0.08409768,0.08507632,0.5795476
googl,0.084653825,0.5798767,0.08358563,0.08437503,0.0839562,0.08355258
drive,0.0835477,0.08353107,0.083749965,0.08425158,0.5815012,0.083418496
autoupload,0.08337194,0.083374165,0.08337254,0.5831355,0.08337354,0.083372295
featur,0.08427359,0.08357793,0.08405692,0.08399654,0.084505595,0.5795894
box,0.08334376,0.08334431,0.083343916,0.5832784,0.083345756,0.08334383
evernot,0.08334488,0.08334556,0.08334515,0.58220464,0.084311105,0.08344871
dropbox,0.083339214,0.08333956,0.08368259,0.084031254,0.5820899,0.08351747
yandex.disk,0.08337206,0.08337438,0.08337299,0.5831345,0.083373666,0.083372444
join,0.08361937,0.58227026,0.083765976,0.08345288,0.083468,0.083423495
read,0.08419057,0.08407292,0.58127797,0.08378977,0.08333441,0.083334334
us,0.08382534,0.085011296,0.08350466,0.5803927,0.08338713,0.08387885
mobileblog.abbyy.com/en,0.08337208,0.08337434,0.08337293,0.5831344,0.083373755,0.08337245
facebook.com/abbyymobil,0.083372004,0.08337425,0.08337274,0.5831349,0.083373696,0.08337241
twitter,0.08333867,0.5812199,0.083691955,0.08427076,0.0833386,0.084140085
abbyy_mobile_ww,0.08337196,0.083374254,0.08337257,0.5831353,0.0833736,0.08337234
youtube.com/abbyymobil,0.08337194,0.0833742,0.08337251,0.5831355,0.083373584,0.08337228
corpor,0.08337212,0.08337439,0.084316224,0.5821911,0.083373636,0.0833725
volum,0.08355752,0.08380852,0.083921455,0.58202446,0.08334415,0.08334389
licens,0.08349618,0.08334166,0.08400155,0.5824764,0.083343126,0.08334113
If,0.08384734,0.08333883,0.08411348,0.08351535,0.08339622,0.5817888
interest,0.083341576,0.5809275,0.0842781,0.08358882,0.08452277,0.083341226
volum,0.083557524,0.08380941,0.08391973,0.5820253,0.08334415,0.0833439
licens,0.083496176,0.08334165,0.0840016,0.5824763,0.08334312,0.08334112
100,0.083692476,0.084103905,0.083726846,0.5807829,0.08335058,0.08434332
compani,0.083919436,0.083339565,0.084169805,0.08374948,0.5813519,0.08346982
custom,0.5816463,0.0834127,0.084042765,0.08361184,0.08363616,0.08365022
pleas,0.08356575,0.58123374,0.083949074,0.08426706,0.08347193,0.08351249
contact,0.5816995,0.08341637,0.08361101,0.08339381,0.08438882,0.0834905
us,0.083778866,0.58092654,0.08348889,0.08459638,0.08338222,0.0838271
mobil,0.08334787,0.08361194,0.083783865,0.58128476,0.083753064,0.08421847
abbyy.com,0.08337208,0.083374366,0.08337285,0.5831345,0.083373725,0.08337247
leav,0.083861165,0.08456305,0.58069587,0.08416426,0.08335825,0.08335742
review,0.083415456,0.083507806,0.58242166,0.08345539,0.08386243,0.08333723
finescann,0.08333751,0.083337784,0.08333823,0.58331114,0.08333777,0.0833376
AI,0.08334366,0.083344296,0.083344094,0.5832799,0.083344236,0.08334384
make,0.083515465,0.08357811,0.08353144,0.5818735,0.08369282,0.083808675
life,0.08399037,0.08334022,0.08347319,0.58237165,0.08333957,0.083484985
easier,0.5816238,0.08334624,0.0833483,0.08432349,0.083354555,0.08400364
We,0.08368038,0.08333707,0.5818782,0.08344466,0.084317096,0.08334259
valu,0.08418639,0.083373904,0.08337208,0.5800219,0.08425263,0.08479306
opinion,0.08334836,0.083349355,0.08334859,0.08385391,0.58275086,0.083348945
'',0.08394874,0.0844267,0.08427484,0.5793112,0.0837966,0.08424193
b,0.08421764,0.08424932,0.5781514,0.084363036,0.08463342,0.08438518
'',0.0839518,0.08449401,0.08430055,0.57920474,0.08379865,0.08425028
skysafari,0.083337106,0.08333752,0.083337136,0.08333725,0.58331376,0.083337165
6,0.08373063,0.083337,0.08374842,0.0834368,0.582408,0.08333915
plu,0.58249164,0.08349289,0.08333726,0.083337024,0.08400429,0.08333691
goe,0.083368294,0.0833704,0.08336856,0.08468637,0.58183765,0.08336868
beyond,0.08336515,0.5814373,0.083987825,0.08336304,0.08448448,0.08336221
basic,0.08336828,0.08337078,0.08336841,0.083369374,0.5822424,0.08428078
astronomi,0.083342664,0.08334361,0.0833427,0.08334301,0.5830591,0.0835689
star,0.083338715,0.08333939,0.08333879,0.083514415,0.5824219,0.08404678
map,0.083874755,0.083344035,0.083844885,0.083343185,0.5814394,0.08415376
app,0.084464625,0.08410838,0.58033395,0.08353119,0.08414823,0.08341362
provid,0.08356813,0.08358185,0.58187747,0.08349274,0.08358982,0.08388998
full-featur,0.083342694,0.083343305,0.08334275,0.08334334,0.583285,0.08334291
space,0.58064353,0.083346605,0.08334547,0.083735,0.08441924,0.08451018
simul,0.58216923,0.08336141,0.08335961,0.08336011,0.08439017,0.083359495
telescop,0.083535306,0.08334352,0.08334276,0.08334304,0.58309263,0.08334278
control,0.084470615,0.08334231,0.084275894,0.08360107,0.5798226,0.08448751
note,0.08429282,0.58137894,0.08353767,0.0837575,0.083597615,0.08343544
discount,0.083666086,0.083349966,0.58200467,0.083349116,0.083913185,0.08371697
upgrad,0.083662696,0.084064476,0.08368263,0.083836235,0.5814056,0.08334839
path,0.08334741,0.08334868,0.083347395,0.08381553,0.08386687,0.5822741
skysafari,0.0833371,0.08333751,0.08333713,0.08333723,0.5833139,0.08333716
6,0.08372949,0.083337,0.08374664,0.08343678,0.58241093,0.08333915
plu,0.5824887,0.08349292,0.08333726,0.083337024,0.08400719,0.08333691
skysafari,0.083337106,0.08333752,0.083337136,0.08333725,0.5833138,0.083337165
6,0.08372944,0.083337,0.08374689,0.08343677,0.58241075,0.08333915
pro,0.08443876,0.08363676,0.08359786,0.5810696,0.0838502,0.083406776
choos,0.08445236,0.08408237,0.5794681,0.0840005,0.08419589,0.083800815
care,0.08386748,0.08335958,0.58112967,0.083358444,0.08433276,0.083952084
here,0.083348185,0.083349295,0.08334831,0.08384715,0.5823977,0.08370936
's,0.08463725,0.08463155,0.08410582,0.5783586,0.08391877,0.08434803
's,0.08467879,0.08451701,0.08410356,0.57843757,0.083917186,0.084345885
version,0.08443734,0.5772735,0.084330365,0.084644176,0.08483669,0.08447796
6,0.08373233,0.083337,0.08374748,0.08343681,0.58240724,0.08333915
1,0.08426042,0.08347556,0.58176106,0.08371742,0.08344888,0.083336696
cloud,0.08363215,0.083337575,0.08333805,0.08373394,0.0843602,0.58159804
astronomi,0.083342664,0.08334361,0.0833427,0.08334301,0.5830582,0.08356985
two,0.5817657,0.08334666,0.083346464,0.083346896,0.0845565,0.0836378
word,0.08390152,0.083597824,0.5801353,0.08443896,0.0838446,0.084081866
rare,0.083368175,0.08337037,0.08336832,0.08336929,0.58315533,0.08336847
go,0.08462864,0.083341144,0.58074963,0.08363416,0.0842615,0.08338497
togeth,0.083868235,0.08335992,0.58035105,0.084185794,0.08427869,0.0839563
rewritten,0.0833682,0.08337039,0.083368324,0.08336934,0.5831553,0.083368495
ground,0.0833683,0.083370715,0.08336836,0.08336934,0.58225346,0.08426982
skysafari,0.0833371,0.08333752,0.08333713,0.08333724,0.5833138,0.08333716
6,0.08372948,0.083337,0.0837479,0.08343679,0.5824097,0.08333915
plu,0.5824292,0.08349345,0.08333727,0.08333703,0.08406617,0.08333692
option,0.08436604,0.08347249,0.08351826,0.0835896,0.58114696,0.08390666
back,0.08460469,0.08335025,0.08416474,0.083843015,0.5806887,0.08334862
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
data,0.08372828,0.5809014,0.083766215,0.08333613,0.08358948,0.08467848
secur,0.08458795,0.08365874,0.0837235,0.083350286,0.58133876,0.08334074
cloud,0.083631516,0.08333757,0.08333804,0.08373304,0.08430999,0.58164984
storag,0.08421371,0.08334223,0.083530486,0.08398233,0.5804009,0.084530324
easili,0.08339083,0.083516724,0.083737,0.08466058,0.08485925,0.5798356
access,0.08431217,0.0837148,0.5801594,0.08347327,0.084185764,0.084154576
multipl,0.08357492,0.08416738,0.083820075,0.58037883,0.08443198,0.08362679
devic,0.08362352,0.083987735,0.084612496,0.57916313,0.08439327,0.08421986
well,0.0833414,0.08415798,0.083784446,0.084039025,0.58094627,0.083730854
web,0.08361548,0.08435896,0.083339125,0.083339386,0.5816406,0.08370646
interfac,0.08364765,0.08333835,0.08360628,0.08351817,0.083899625,0.5819899
livesky.com,0.08334811,0.08334918,0.08334817,0.08334861,0.5832577,0.08334827
2,0.08422316,0.08355008,0.5815548,0.08368314,0.083496496,0.08349236
We,0.083681315,0.08333708,0.5818145,0.08344492,0.08437957,0.08334262
have,0.08365738,0.083349615,0.0836835,0.08459585,0.5810039,0.083709784
the,0.084461436,0.08368794,0.084142335,0.084216334,0.5789665,0.08452545
best,0.58073723,0.08395391,0.08374659,0.08347924,0.084459186,0.08362386
star,0.08333871,0.083339386,0.08333878,0.08351422,0.58244115,0.08402777
precis,0.08336842,0.083370365,0.08423017,0.08336925,0.58229333,0.083368465
modern,0.08336842,0.083370544,0.08419873,0.08336955,0.58232415,0.083368585
deep,0.083368175,0.0833704,0.0833683,0.083369285,0.58315533,0.08336848
weve,0.08337207,0.0833745,0.084281415,0.58065796,0.08494146,0.08337258
updat,0.083825804,0.08420427,0.5802146,0.083340764,0.08442519,0.083989374
star,0.08333871,0.083339386,0.08333878,0.08351424,0.5824387,0.08403017
catalog,0.58207107,0.08333849,0.08343144,0.08365898,0.08416246,0.08333755
latest,0.084022604,0.08334401,0.08463263,0.083344266,0.5804189,0.08423759
greatest,0.08412316,0.08337057,0.08336855,0.0833693,0.58239996,0.08336848
ucac5,0.08336813,0.083370335,0.08336827,0.08336925,0.5831556,0.08336843
star,0.08333872,0.0833394,0.0833388,0.083514646,0.5824006,0.08406777
catalog,0.58201265,0.0833385,0.08343168,0.08366004,0.08421958,0.08333756
3,0.08377339,0.083624825,0.5821635,0.08354359,0.08355832,0.0833364
We,0.08368037,0.08333707,0.58187896,0.08344466,0.08431633,0.08334259
have,0.083658084,0.083349645,0.08368427,0.08466385,0.5809335,0.08371063
the,0.08454097,0.08368896,0.084145665,0.08422029,0.578881,0.084523045
best,0.5807223,0.083953805,0.08374674,0.08347929,0.08447391,0.08362399
galaxi,0.08334814,0.0833493,0.08334818,0.083348714,0.5828977,0.083707936
the,0.0844631,0.083687864,0.08414213,0.0842161,0.5789736,0.08451723
pgc,0.083368145,0.08337033,0.08336829,0.08336924,0.5831556,0.08336845
catalog,0.58208674,0.083338484,0.08343138,0.083658695,0.08414713,0.08333755
includ,0.08435698,0.0834828,0.08435858,0.57956386,0.08408298,0.08415478
galaxi,0.08334818,0.08334935,0.08334822,0.08334876,0.5828598,0.083745636
18th,0.08336815,0.083370395,0.083368294,0.08336922,0.58315545,0.08336848
magnitud,0.08336816,0.08337044,0.0833683,0.08336928,0.5831553,0.08336848
4,0.08407956,0.08334071,0.58205676,0.083568834,0.08357912,0.08337503
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
first,0.083427854,0.08333818,0.08333804,0.08348029,0.5830778,0.08333785
A,0.08350803,0.084212415,0.08334166,0.08473119,0.08373671,0.58047
redesign,0.08336815,0.08337027,0.08336829,0.08336924,0.58315563,0.08336843
tool,0.08336085,0.0834808,0.08350827,0.08382447,0.08401997,0.58180565
put,0.580944,0.08335508,0.084166355,0.08404666,0.084134035,0.083353885
activ,0.08415346,0.0833707,0.083368465,0.08336943,0.582369,0.08336888
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
first,0.083427854,0.08333818,0.08333804,0.083480455,0.58307767,0.08333785
quick,0.083912805,0.08351694,0.0833389,0.08359678,0.5816552,0.08397939
access,0.08426168,0.083713494,0.5802313,0.083472885,0.08417826,0.08414234
equip,0.08334814,0.084073655,0.08334828,0.0833487,0.5825328,0.08334836
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
site,0.08334304,0.08441661,0.083558775,0.08334334,0.5817479,0.083590314
list,0.08419178,0.083499536,0.0834204,0.5817007,0.08384353,0.0833441
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
easi,0.08370288,0.08350341,0.083648965,0.084216304,0.08434663,0.5805818
enjoy,0.5802011,0.084310785,0.08468749,0.083342455,0.08411591,0.08334228
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
record,0.08345091,0.58249855,0.08346149,0.08341366,0.08378086,0.08339451
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
5,0.5808749,0.08334079,0.084312156,0.0840792,0.083918914,0.083474055
graph,0.08334811,0.08334918,0.08334816,0.083348595,0.58325773,0.083348244
It,0.08354042,0.08334108,0.5799347,0.08385196,0.08463655,0.08469526
the,0.084458046,0.083687514,0.08414098,0.08421473,0.5790025,0.08449623
complet,0.08406026,0.08373429,0.5818625,0.08334239,0.08365833,0.083342224
graph,0.08334811,0.08334918,0.08334816,0.083348595,0.58325773,0.083348244
tool,0.08336089,0.08348099,0.083508514,0.0838261,0.08404304,0.58178043
give,0.08371173,0.08333957,0.58168304,0.08333894,0.08352641,0.084400296
quick,0.08389581,0.08351653,0.083338894,0.08359609,0.5816883,0.08396441
visual,0.5800614,0.08336148,0.08396308,0.084247865,0.08436146,0.08400472
represent,0.08336817,0.08337037,0.0833683,0.083369255,0.58315545,0.083368465
object,0.0833482,0.08334963,0.08369254,0.08334866,0.5825427,0.08371828
altitud,0.0834992,0.58285075,0.08334125,0.08334135,0.08362626,0.08334115
horizon,0.08336817,0.08337043,0.0833683,0.083369285,0.5831553,0.08336847
essenti,0.08337211,0.08337468,0.08428563,0.5806431,0.084951825,0.08337266
plan,0.08348254,0.08334095,0.08374092,0.08334049,0.582588,0.08350705
night,0.58107716,0.08334782,0.08381778,0.08379777,0.084612355,0.08334712
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
6,0.083747774,0.08333701,0.083770074,0.083437204,0.5823688,0.08333917
plan,0.08348227,0.08334093,0.08372503,0.08334047,0.58260477,0.08350649
It,0.083540566,0.08334109,0.5799094,0.083852425,0.08465375,0.0847028
make,0.08351541,0.08357808,0.083531395,0.5818769,0.08369328,0.08380495
time,0.5799633,0.08446496,0.084299795,0.083667584,0.08369407,0.08391028
star,0.083338715,0.08333939,0.08333879,0.08351425,0.582438,0.08403082
our,0.083598904,0.5818743,0.08404228,0.08334601,0.08379282,0.0833457
updat,0.083823316,0.08418419,0.5803172,0.083340734,0.08434946,0.083985105
planner,0.08336819,0.08337041,0.08336832,0.0833693,0.58315533,0.08336852
power,0.0843391,0.08366221,0.08398936,0.08426741,0.5801948,0.08354717
tool,0.08336082,0.08348063,0.08350807,0.08382645,0.08399613,0.5818279
let,0.0837708,0.08392944,0.08350373,0.08355981,0.5818121,0.08342411
creat,0.08347187,0.08360248,0.08343486,0.5820676,0.08363486,0.083788365
list,0.08426582,0.08350014,0.0834207,0.5816192,0.08385001,0.08334413
target,0.08420105,0.08337065,0.08336859,0.08336954,0.5823216,0.08336864
observ,0.08333534,0.083335735,0.08333536,0.083335474,0.5833227,0.08333538
session,0.08335753,0.08451941,0.5811348,0.08335824,0.08427229,0.083357766
filter,0.08382268,0.08334003,0.0833402,0.08465611,0.58112264,0.083718315
object,0.083348215,0.083349645,0.083686054,0.08334868,0.5825367,0.08373074
type,0.083533235,0.08334129,0.08374819,0.5811219,0.08422563,0.08402978
specif,0.08366555,0.08335017,0.58149165,0.0838604,0.08391566,0.0837166
time,0.5800187,0.08438113,0.084330745,0.083666965,0.08369341,0.08390908
rang,0.08355675,0.08334438,0.083343625,0.08334419,0.08374508,0.582666
constel,0.08336818,0.08337045,0.083368294,0.08336926,0.5831553,0.08336848
catalog,0.58209056,0.08333848,0.08343135,0.08365862,0.08414343,0.083337545
plan,0.08348214,0.08334093,0.083719246,0.08334047,0.58261085,0.083506376
done,0.083361566,0.08336362,0.5819988,0.0833625,0.08446697,0.083446495
7,0.5813325,0.08334387,0.08411492,0.083811745,0.08405134,0.08334559
tilt,0.083534844,0.083343364,0.08334271,0.083343096,0.5830932,0.08334277
It,0.08355275,0.08334154,0.08481106,0.08388364,0.5796187,0.0847923
everi,0.5806005,0.083610676,0.0837332,0.0835537,0.084616765,0.0838852
old,0.58032274,0.08464388,0.08395886,0.0833601,0.08435492,0.08335952
astronomi,0.083342664,0.08334361,0.0833427,0.08334301,0.5830572,0.08357075
day,0.084767275,0.08370712,0.58054686,0.08399712,0.08363976,0.08334186
let,0.08377606,0.08396975,0.0835043,0.08356065,0.5817649,0.08342439
tilt,0.083535,0.083343364,0.08334271,0.083343096,0.58309305,0.08334277
pan,0.08336822,0.08337085,0.08336833,0.08336934,0.5822445,0.084278785
devic,0.08362299,0.08398629,0.084550604,0.57922554,0.08439666,0.08421789
show,0.58178383,0.08334181,0.084029436,0.08378905,0.08354971,0.08350616
differ,0.08384784,0.0833388,0.08383025,0.08347388,0.08375537,0.58175385
part,0.08396691,0.5807244,0.08336215,0.08336292,0.08451174,0.084071904
sky,0.0833481,0.08334911,0.083348155,0.083348595,0.5832578,0.083348244
els,0.08336822,0.083370775,0.08419275,0.08336935,0.5823303,0.08336861
let,0.083774835,0.08393437,0.08350387,0.08356003,0.5818027,0.08342419
control,0.08445389,0.083342314,0.08427559,0.08360105,0.57982516,0.084502
telescop,0.08353505,0.08334352,0.08334276,0.08334304,0.58309287,0.08334278
